,Reviews,Summary
372,"[[-0.02798969 -0.15739743 -0.07409449 ...  0.32726806  0.40139294
   0.01520901]
 [ 0.18520336  0.06332846  0.11865437 ...  0.05901623  0.27724913
  -0.07491305]
 [ 0.09053099 -0.05865535  0.14832456 ... -0.12703672  0.38972306
   0.04700772]
 [ 0.11564811  0.03928039 -0.03921878 ... -0.06228939  0.2557401
   0.06943213]
 [-0.06675119 -0.07097819 -0.0525152  ...  0.06699031  0.4790872
  -0.06041072]]","Соковыжималка с хорошей производительностью, но громоздкая и шумная."
373,"[[-0.13085999  0.20684065  0.10410849 ...  0.02036803  0.3358031
   0.14409181]
 [ 0.15111984 -0.23670459 -0.06151748 ... -0.01237597  0.06896222
   0.11945222]
 [-0.09023849  0.22159208 -0.03792781 ...  0.32242757  0.078298
   0.01061326]
 [-0.200259    0.34453532 -0.05742063 ... -0.14890634  0.16661836
  -0.00790676]
 [-0.19475876  0.07897605  0.02006823 ...  0.11890114  0.37506646
   0.07470394]]","Планшет с хорошим экраном и удобным интерфейсом, но слабая производительность и маленькая память."
374,"[[ 5.9680469e-02  2.1580216e-02  1.7437184e-01 ...  9.2674740e-02
   2.3873475e-01  2.1804896e-01]
 [ 3.3753490e-01  2.4628324e-02  1.5623504e-02 ...  1.4002953e-01
   3.2742417e-01  9.0046480e-02]
 [-1.4552699e-01  2.1117215e-01 -1.9049115e-01 ... -1.5759523e-01
   3.8824877e-01 -2.0438759e-02]
 [-6.0278114e-02  9.8630972e-02 -1.1542382e-02 ... -6.1755039e-02
   2.9228789e-01  1.5450396e-01]
 [-3.4393303e-04  5.2136600e-02  6.4242534e-02 ... -7.1795985e-02
   5.0673312e-01  2.7349481e-01]]","Автопылесос с хорошей мощностью, но плохо справляется с углами и длинным ворсом."
375,"[[-0.28645444 -0.20418274 -0.17110658 ...  0.42728126  0.4440284
  -0.09197993]
 [ 0.07698518 -0.01753472 -0.14033546 ... -0.00333974  0.21511143
   0.13626547]
 [-0.0768257   0.00707717 -0.0903476  ... -0.11476634  0.3062443
  -0.08836302]
 [ 0.01887072  0.05715245  0.02660389 ... -0.057273    0.33693144
   0.04038914]
 [ 0.14581114  0.22414275 -0.07369228 ... -0.13984571  0.09265698
   0.29608646]]","Кофемашина с отличным вкусом, но сложна в настройке и требует дорогих капсул."
376,"[[-0.06296014  0.11004953  0.1482598  ... -0.15382221 -0.09839626
   0.09468765]
 [ 0.1134176  -0.01618591  0.17404224 ...  0.5519973   0.44718874
   0.09185373]
 [-0.12613894  0.07682997  0.14108919 ... -0.11929639  0.2979485
   0.12211841]
 [-0.08528559  0.22300526  0.15621813 ... -0.0394254   0.2247266
   0.11964919]
 [-0.30351567  0.04971907  0.06260406 ...  0.25382456  0.4632373
   0.02834318]]","Фен с быстрой сушкой, но слишком горячий и шумный."
377,"[[ 0.08098769  0.07574891 -0.08319002 ... -0.05469503  0.26656777
   0.2412521 ]
 [-0.0237614  -0.09625781 -0.06352271 ... -0.02063742  0.3655922
   0.0035855 ]
 [ 0.04450865  0.10052645 -0.00369516 ...  0.05735722  0.328485
   0.05399468]
 [ 0.08414085 -0.09998678  0.00706294 ... -0.17022386  0.07918452
   0.17099158]
 [ 0.14352305 -0.13044147  0.12697165 ... -0.12993103  0.06344398
  -0.09548516]]","Гарнитура с отличным качеством звука, но неудобная для длительного ношения и слишком дорогая."
378,"[[-0.12327756 -0.01573317  0.08152297 ... -0.04219941  0.33242172
   0.14132561]
 [-0.04789011  0.20934519 -0.2851339  ... -0.1346985   0.35032576
   0.02112179]
 [ 0.2721267  -0.06307595 -0.00569826 ...  0.21987271  0.4116616
   0.22358215]
 [-0.02838426 -0.0256403  -0.02530962 ... -0.3314651   0.28621566
  -0.25892034]
 [-0.02511355  0.10742584 -0.12876047 ... -0.08504927  0.27588448
   0.21231832]]","Миксер с хорошей мощностью и скоростью, но не удобен для очистки и тяжелый."
379,"[[-1.18976735e-01  3.06865841e-01 -1.00857290e-02 ...  7.83383623e-02
  -1.87601484e-02  6.57423064e-02]
 [ 9.88775492e-02  2.42053106e-01  1.61220565e-01 ...  1.34635836e-01
   8.59850552e-05  1.71021521e-01]
 [-1.26286922e-02  4.57725853e-01  1.26932636e-01 ...  3.81363668e-02
  -6.86966628e-02  2.75002152e-01]
 [-2.38669083e-01  1.79256991e-01  1.05185257e-02 ... -1.60443887e-01
   4.37617570e-01  2.38778591e-01]
 [ 1.18369404e-02  2.02534676e-01 -3.86670455e-02 ... -6.22361183e-01
   4.21535186e-02  4.12439257e-02]]","Лампа с ярким освещением и долговечностью, но потребляет много энергии и слишком горячая."
380,"[[-0.10186114  0.27122018  0.17148085 ... -0.15699089  0.18127674
   0.06614098]
 [ 0.18024772  0.07881503 -0.13688783 ... -0.28411496  0.2693729
   0.12901106]
 [ 0.09545157  0.21410094  0.19952308 ... -0.14764474  0.33069003
   0.09317014]
 [ 0.01357337 -0.03385272  0.00394676 ... -0.28041255  0.42072752
   0.2280886 ]
 [ 0.00063762  0.24649961 -0.04171578 ... -0.10476314  0.09100021
   0.17104496]]","Термос с отличной теплоизоляцией, но неудобен для мытья и тяжелый."
381,"[[ 0.05936515  0.14659737  0.12022229 ... -0.09164402  0.10751991
   0.15341507]
 [ 0.04025817  0.04872293  0.05423276 ... -0.36578867  0.23125084
  -0.10897627]
 [ 0.04191468  0.01897918 -0.17779057 ... -0.04747056 -0.02083275
   0.25641292]
 [ 0.00804645  0.23539023  0.11197896 ... -0.15101053  0.00784016
   0.3229135 ]
 [ 0.16690513  0.37501353  0.16643853 ...  0.04585139  0.0977463
   0.25115398]]","Холодильник с хорошим дизайном и низким уровнем шума, но не хватает объема и функций."
382,"[[ 0.1665872   0.10891681 -0.06561292 ...  0.29270017  0.22313532
   0.2436238 ]
 [ 0.19650865  0.21977594  0.03285309 ...  0.15324955  0.09519131
   0.13413154]
 [-0.1567109   0.02807895  0.00190393 ...  0.1877529   0.38513327
  -0.03435577]
 [ 0.00704196  0.10462072  0.05962837 ... -0.21899682  0.27519357
  -0.03146332]
 [-0.06273258 -0.03603663 -0.10952739 ...  0.18994007  0.46259293
  -0.06094275]]","Очиститель воздуха с хорошей фильтрацией, но шумный и требует частой замены фильтров."
383,"[[ 0.21110156  0.1132563   0.05616641 ...  0.098832    0.23162915
   0.17484953]
 [-0.08873414 -0.24102558  0.2981743  ... -0.03691469  0.5022217
  -0.07054393]
 [ 0.05232586  0.00483155 -0.08547094 ... -0.01066591  0.3434505
   0.00648028]
 [-0.10019923  0.14158583 -0.05172384 ... -0.054893    0.14541751
   0.0587741 ]
 [-0.02547324  0.12240457 -0.21495709 ... -0.06477324  0.20713359
   0.15297455]]","Блендер с хорошей мощностью для коктейлей, но громкий и неудобен для мытья."
384,"[[ 0.05535931  0.09125409  0.15665673 ... -0.0290418   0.2585459
   0.19269267]
 [ 0.09195411  0.0573436   0.17387384 ...  0.01568191  0.09823602
   0.12521796]
 [ 0.02028865  0.15708126 -0.0185742  ... -0.25966877  0.29048017
   0.2482884 ]
 [ 0.01341349  0.24033487  0.15786998 ... -0.08920775 -0.08121133
   0.17135043]
 [ 0.04074917  0.23993649  0.37570027 ...  0.33230194  0.11037242
   0.32876855]]","Палитра теней с яркими оттенками, но они осыпаются и имеют недостаточную стойкость."
385,"[[ 0.06683085  0.03324675  0.15368108 ... -0.09771409  0.17357588
   0.0595577 ]
 [ 0.13990767  0.0348828  -0.06204515 ... -0.1951942   0.3108663
   0.07950986]
 [ 0.20030239  0.09190559  0.1334627  ...  0.04843502  0.11000144
  -0.02760579]
 [-0.02467111  0.15021788  0.2304038  ... -0.11786663  0.45907623
  -0.05443377]
 [ 0.1579376   0.16377024  0.28054768 ... -0.03786219 -0.21488963
   0.09707987]]","Духи с уникальным запахом, но они слишком резкие и интенсивные."
386,"[[-0.06002703  0.31296325 -0.03206107 ... -0.07904826 -0.16813265
   0.0411024 ]
 [ 0.15286039  0.21883893 -0.14855118 ... -0.48802248  0.02600009
   0.12375142]
 [-0.18810125  0.37765887 -0.02885581 ... -0.10305842  0.06934097
  -0.05335646]
 [ 0.19268826 -0.07982908 -0.16994767 ... -0.0643604   0.53071594
   0.06302667]
 [-0.18640551 -0.26538998  0.14640006 ... -0.029523    0.34516427
   0.04168767]]","Смартфон с хорошей камерой и производительностью, но дорогой и с ограниченной памятью."
387,"[[-0.17564544 -0.11836388  0.01319475 ... -0.0601073   0.3846983
   0.10570765]
 [ 0.23354638  0.00155981 -0.18895371 ...  0.04028776  0.44665426
   0.0273616 ]
 [ 0.06644549  0.07956301  0.06502492 ... -0.0269355   0.50904894
   0.06046768]
 [-0.06668765  0.04750221 -0.05717557 ... -0.3578535   0.37647805
   0.05667352]
 [ 0.14911531 -0.01830163  0.33413643 ...  0.2794302   0.12227701
   0.03697733]]","Мойка с хорошей мощностью и долговечностью, но сложная в установке и оставляет разводы."
388,"[[ 0.11746946  0.399004    0.02743269 ... -0.07825428  0.00439627
  -0.11281892]
 [ 0.13852714  0.00350004  0.11510596 ... -0.10729998  0.21056776
   0.06483305]
 [-0.04768426  0.21181989 -0.03176269 ... -0.12006884  0.00424703
   0.38069823]
 [ 0.00735319  0.05387338  0.05554726 ... -0.31439528  0.38843858
   0.23566394]
 [ 0.27906376  0.06018313 -0.00172198 ...  0.10385145  0.19432536
   0.01503051]]","Рюкзак с хорошим дизайном и качественными материалами, но слишком маленький и жесткий для долгих поездок."
389,"[[ 0.10954863  0.00571354 -0.13534723 ...  0.21236636  0.4060983
   0.15756248]
 [ 0.23750669  0.17022014 -0.01849093 ...  0.17928115  0.16313687
   0.1771074 ]
 [ 0.11343545  0.0268616   0.09737641 ...  0.1991967   0.43118116
   0.36979413]
 [-0.01197185  0.24514702 -0.05644297 ...  0.04716138  0.3524003
   0.06839257]
 [ 0.28280514  0.2159065  -0.0905188  ... -0.38900742  0.03529948
   0.09399682]]","Наушники с хорошим качеством звука и шумоподавлением, но немного неудобные и дорогие."
390,"[[-0.11174449  0.05639846  0.2216246  ...  0.27554682  0.22786121
  -0.01788121]
 [-0.16312279  0.5309072  -0.0544834  ... -0.09914862  0.26502082
  -0.02248859]
 [-0.21968515  0.28290722  0.16193642 ...  0.22305363  0.16938666
  -0.00685584]
 [ 0.25088122  0.16038099 -0.09372322 ... -0.30553138  0.02408049
  -0.02616416]
 [ 0.07163417 -0.05875388 -0.04541965 ... -0.12326981  0.11954873
   0.03735544]]","Смарт-часы с хорошими функциями для фитнеса, но слишком дорогие и с быстрым разрядом батареи."
391,"[[-0.16543955 -0.06777247 -0.12996614 ...  0.6844089   0.5065871
   0.06299236]
 [-0.18204467 -0.18867801 -0.00109659 ...  0.18788812  0.5444425
  -0.08703388]
 [-0.12422215  0.04609543  0.0479911  ... -0.45890918  0.44919327
   0.119439  ]
 [ 0.16865043  0.04369969  0.1048806  ... -0.02371982  0.13101034
   0.04664612]
 [ 0.01048507  0.20463131  0.05473375 ...  0.16007741  0.3183268
  -0.06446942]]","Кофемашина с вкусным кофе, но громкая и требует частой чистки."
392,"[[ 0.02908153  0.37791097  0.02895687 ... -0.05513947  0.07226872
   0.2217807 ]
 [ 0.11577313  0.09962855 -0.16151741 ...  0.10801686  0.29970255
   0.1966849 ]
 [-0.07041615  0.06040254  0.03737423 ... -0.00682679  0.20256613
   0.23777144]
 [ 0.08276515  0.04863177 -0.04368101 ... -0.25947732  0.36716133
   0.03557028]
 [-0.1049133   0.25921345  0.13328473 ... -0.03607781  0.32759255
   0.16183935]]","Микроволновка с хорошим дизайном и удобством, но недостаточно мощная и ограничена функциями."
393,"[[ 0.06043407  0.15370251 -0.26308903 ... -0.00541256  0.61285007
   0.35851374]
 [-0.24813144  0.12854531  0.00274709 ...  0.02722388  0.5559154
   0.3780053 ]
 [-0.10397141  0.00291823 -0.11780515 ... -0.15573488  0.27390808
   0.07808737]
 [ 0.01729041 -0.04282496  0.04353603 ...  0.45176727  0.54509175
   0.14768937]
 [ 0.00061987  0.3037794  -0.28846952 ... -0.08223905  0.50676316
   0.42870453]]","Принтер с отличным качеством печати, но дорогой в обслуживании и шумный."
394,"[[-0.03774684  0.04614746  0.07651453 ... -0.08555783  0.34198684
   0.11539148]
 [-0.01750966 -0.01031365  0.01150858 ... -0.15471995  0.28007028
   0.06861932]
 [ 0.38116825  0.15716551 -0.16506173 ... -0.05531932  0.3034897
   0.06275838]
 [ 0.17638387  0.05634652  0.05564663 ...  0.00142879  0.20176445
   0.01981846]
 [ 0.07555033 -0.12895854 -0.08962718 ...  0.15600426  0.12932801
  -0.01707797]]","Блендер с отличной мощностью и производительностью, но громкий и сложный в чистке."
395,"[[ 0.06276385  0.14114177 -0.03033636 ...  0.37655354  0.3291754
   0.03919406]
 [-0.02491078  0.21839617 -0.10169376 ... -0.04972354  0.07079574
   0.26546675]
 [ 0.3198826  -0.075201   -0.1054417  ...  0.15552683  0.31513986
   0.05869733]
 [ 0.11236261  0.13716802  0.11089031 ...  0.19205204  0.3170902
   0.08985014]
 [ 0.133737    0.39422163 -0.04667908 ... -0.0418366   0.12457449
   0.22942351]]","Электрический чайник с быстрым кипячением, но слишком громкий и крупный для небольшой кухни."
396,"[[-0.23587243  0.11532622 -0.10018861 ...  0.14200959  0.02683864
   0.16827162]
 [ 0.1580663   0.2512017   0.1769615  ...  0.07562435  0.19147114
   0.22896464]
 [ 0.1017388  -0.02988004 -0.03395299 ...  0.02364777 -0.07006931
   0.17602126]
 [-0.20398645 -0.12442847  0.1069507  ...  0.39770982  0.28414586
  -0.06984785]
 [ 0.20122811 -0.09976017 -0.10048012 ... -0.527839    0.04011682
   0.08379411]]","Проектор с хорошим качеством изображения, но с ограниченным углом обзора и дороговат."
397,"[[ 1.69726945e-02  1.83957472e-01  2.55458131e-02 ...  2.89845653e-03
   4.04160768e-01  9.64646935e-02]
 [-7.58066624e-02  5.68542406e-02 -2.11131230e-01 ...  1.19387187e-01
   3.68228912e-01  5.64138927e-02]
 [-1.09854504e-01  9.83734336e-03  1.92073956e-01 ...  3.67373526e-02
   3.76243025e-01  8.19387585e-02]
 [ 3.38725261e-02  1.58130720e-01  1.36957897e-04 ...  2.72890627e-02
   3.97646874e-01  9.72666144e-02]
 [ 1.36964535e-02  5.72714992e-02  4.97413464e-02 ... -1.19932838e-01
   2.72281200e-01  8.27327892e-02]]","Водяной фильтр с хорошей фильтрацией, но требует частой чистки и занимает много места."
398,"[[ 0.00553716 -0.04896066  0.05255831 ...  0.24569327  0.50009876
   0.16263026]
 [ 0.21643208  0.03436809  0.0725856  ... -0.18628739  0.02616574
   0.12440238]
 [ 0.00323006  0.50396305 -0.13977541 ... -0.14410448  0.1496977
  -0.0449626 ]
 [ 0.17335086  0.06541506 -0.18055569 ... -0.13624571  0.37009397
   0.13527237]
 [ 0.12939122 -0.01210745 -0.12552717 ...  0.0324506   0.2635793
   0.09456958]]","Наушники с хорошим звуком, но имеют проблемы с аккумулятором и беспроводным соединением."
399,"[[ 0.08571532  0.1843015   0.09606089 ... -0.25418696  0.02046468
   0.14424884]
 [ 0.0459802   0.16623266  0.21878493 ...  0.01931746  0.2247951
   0.10007615]
 [ 0.11254289 -0.0222321   0.11721575 ...  0.09030396  0.3208193
   0.19327322]
 [-0.02556717  0.22807305  0.01960447 ...  0.13897488  0.47933966
   0.09767119]
 [-0.03295319  0.13664985 -0.11791085 ... -0.04659043  0.3432032
   0.18235941]]","Пылесос с хорошей мощностью, но тяжелый и шумный."
400,"[[ 0.07553545  0.15733653  0.06375705 ... -0.04999435  0.38187194
   0.20220555]
 [-0.15284233  0.02033884  0.05529743 ... -0.04068748  0.49616456
   0.19186297]
 [-0.15116183  0.12827237  0.11118379 ...  0.2831215   0.26636904
   0.09935268]
 [ 0.04909377  0.13557261  0.3584866  ... -0.06565873  0.26537654
   0.22103813]
 [ 0.12516245  0.1238772   0.18055497 ... -0.05809693  0.25499713
   0.05412656]]","Швабра легкая и удобная, но плохо удерживает воду и требует частой очистки."
401,"[[-0.16272208  0.5818629  -0.05175624 ... -0.12053686  0.06265296
   0.00563856]
 [-0.05478515  0.25501734  0.19001044 ...  0.1119588   0.13598897
   0.05638842]
 [-0.11607961  0.1153892  -0.02742078 ... -0.0175714   0.15118207
   0.35579884]
 [ 0.02130952  0.3586623  -0.07577446 ... -0.43356642  0.03870077
   0.12936518]
 [-0.2791028   0.57658845 -0.08854773 ... -0.13971882  0.35504767
  -0.03393345]]","Смартфон с хорошими характеристиками, но батарея разряжается быстро, и он дорогой."
402,"[[-0.1010268   0.32895005  0.04454652 ... -0.35561788  0.23321423
   0.1592308 ]
 [-0.1371881  -0.16507372  0.08999312 ... -0.04599798  0.3240661
  -0.05795259]
 [ 0.09336044 -0.04918368 -0.01401474 ... -0.12640752  0.43570927
  -0.01469743]
 [ 0.12581491 -0.17469518  0.02970842 ...  0.19890302  0.03704734
   0.11013551]
 [ 0.0135073  -0.1571019   0.19342013 ... -0.08140926  0.11999369
  -0.00853942]]","Планшет с ярким экраном и хорошим звуком, но тяжелый и недостаточно мощный."
403,"[[-0.04735458 -0.04431044 -0.01603294 ...  0.1201051   0.30518743
  -0.12662692]
 [ 0.26700985  0.21480575 -0.18594934 ... -0.06888887  0.34155893
   0.12738983]
 [-0.14111961  0.01439656  0.08568335 ... -0.04962328  0.5096699
   0.06373034]
 [-0.01901721 -0.05516021 -0.02195024 ...  0.21648853  0.50249076
  -0.08267347]
 [-0.3389631  -0.00532091  0.02914329 ... -0.06459954  0.4406335
  -0.01989654]]","Соковыжималка простая в использовании и эффективная, но занимает много места и шумит."
404,"[[-0.17446673 -0.02177936 -0.00660259 ... -0.21488114  0.23394509
   0.1256487 ]
 [ 0.12191774  0.40397778  0.22037852 ... -0.08841555 -0.09084103
   0.12447125]
 [ 0.1952465  -0.01262219 -0.07561997 ...  0.18296236  0.4907477
   0.23130716]
 [-0.10029028  0.06184359  0.08029512 ... -0.32140937  0.37222615
   0.1248804 ]
 [ 0.09230772  0.28837916  0.07234    ... -0.26353315  0.14376992
   0.10391603]]","Фен с хорошими характеристиками, но сушит волосы и имеет ограниченные режимы."
405,"[[-0.00970225 -0.10445563  0.05186705 ...  0.21256064  0.16789047
   0.19292428]
 [ 0.13975409 -0.04462838 -0.09172426 ... -0.02610841  0.31267256
   0.08481327]
 [ 0.11573618 -0.02350087 -0.12054376 ...  0.130447    0.38268283
  -0.09825788]
 [-0.13406794 -0.00866423 -0.00195176 ... -0.15185775  0.3271559
   0.05122056]
 [ 0.01161894  0.14520037  0.08081863 ... -0.08030431  0.29080656
   0.10493666]]","Робот-пылесос эффективен, но шумный, застревает и требует частого ухода."
406,"[[-0.09245953 -0.05162628 -0.04011139 ...  0.01147961  0.31669337
   0.03352324]
 [-0.19299042  0.3964163  -0.07028044 ... -0.11843618  0.24231304
  -0.05367527]
 [ 0.0908725   0.17004025 -0.06565989 ... -0.49432984  0.08194357
   0.07744814]
 [-0.02079112  0.00563367  0.02985216 ... -0.17684424  0.0155679
   0.2500748 ]
 [-0.2547566   0.49055442 -0.09785184 ... -0.14968151  0.26540953
   0.08371562]]","Процессор с отличной производительностью, но греется, а батарея разряжается быстро."
407,"[[-0.34086382  0.16717336  0.11329009 ... -0.19022599  0.47937948
   0.18007877]
 [-0.05791905  0.5358761  -0.13737962 ... -0.06370554  0.22182973
  -0.03745344]
 [ 0.07252145  0.09093443  0.0715291  ... -0.3294973   0.06653666
   0.12237746]
 [-0.08165217 -0.0740127  -0.00927147 ...  0.05441158  0.77738947
   0.13477835]
 [ 0.03266387 -0.06050032 -0.23395981 ... -0.15378559  0.30910137
   0.12313329]]","Электрическая зубная щетка с хорошей очисткой, но шумная и требует частой зарядки."
408,"[[ 0.17806986  0.04352947 -0.08851421 ... -0.25658637 -0.03107833
   0.31517828]
 [ 0.18718272 -0.08731679 -0.09426808 ...  0.2858083   0.45915604
   0.18631402]
 [ 0.3659934   0.09176519 -0.03036422 ...  0.07907398 -0.09371774
   0.12988773]
 [-0.09440651  0.26242107 -0.02703779 ... -0.07177411  0.36046258
  -0.02009471]
 [-0.0323243  -0.01103269 -0.05564991 ... -0.2990671   0.12314539
   0.27853307]]","Холодильник с хорошей вместимостью и охлаждением, но занимает много места и шумный."
409,"[[ 0.15603453 -0.00332719 -0.0395129  ...  0.08752048  0.29381275
   0.16644023]
 [ 0.02924219 -0.09919455  0.16726935 ...  0.3095777   0.41501677
   0.22359918]
 [ 0.13020402 -0.09512729  0.0162485  ...  0.14930828  0.1078076
  -0.08577351]
 [-0.00568735  0.10435495  0.2206092  ...  0.20075358  0.40299007
   0.14752796]
 [-0.10732482  0.41319627 -0.19489467 ... -0.32621273  0.35263133
   0.02729181]]","Наушники с хорошим звуком, но неудобные для длительного использования."
410,"[[-0.0251259  -0.01494697 -0.18572538 ...  0.10050657  0.08751192
   0.1174012 ]
 [-0.04866935  0.05760791 -0.13403504 ... -0.06495711 -0.01703887
   0.06527614]
 [ 0.0616153   0.10928701  0.03321341 ... -0.03772311  0.10823663
   0.07558478]
 [ 0.09083898  0.11314761  0.05314269 ... -0.00295176 -0.09575842
   0.05059694]
 [-0.11904933 -0.1944933   0.0835591  ...  0.03067571  0.25099495
   0.11772611]]","Камера с отличным качеством изображения, но перегревается и не хватает ночного режима."
411,"[[-0.05675022  0.29137933 -0.02497571 ...  0.19341888  0.08452018
   0.13587034]
 [-0.03396498  0.10661911 -0.13013726 ... -0.47330487 -0.08743873
   0.03836781]
 [ 0.12060926  0.13306448  0.22470279 ... -0.07514198 -0.03583434
   0.19544971]
 [ 0.04177257  0.3026229   0.15278833 ... -0.05051    -0.05858753
   0.14320529]
 [ 0.13915424  0.12118766 -0.076199   ... -0.36598754  0.19518226
   0.01431939]]","Монитор с отличным изображением, но дорогой и имеет некоторые ограничения по функционалу."
412,"[[ 0.01451013  0.06659229 -0.05478429 ...  0.08868746  0.28028634
   0.15788601]
 [ 0.05227086  0.30378655  0.00904161 ... -0.08315853  0.12979881
   0.2050314 ]
 [ 0.06813227  0.05426101  0.10965846 ...  0.05174632  0.27976584
   0.02463965]
 [ 0.002664    0.15900889 -0.00066604 ... -0.08231808  0.27123556
   0.2822287 ]
 [ 0.05557042  0.09784271  0.05042744 ...  0.16845505  0.34783533
   0.03504585]]","Микроволновка с хорошими функциями, но шумная и требует чистки."
413,"[[-0.02937027  0.08932529 -0.21541438 ... -0.35342124  0.343314
   0.37148976]
 [-0.04010811  0.07860231 -0.05697446 ... -0.01007319  0.4477407
   0.1011285 ]
 [ 0.11413433  0.21667886  0.02016346 ... -0.375151    0.14202493
   0.2630704 ]
 [ 0.02532279 -0.19659641 -0.09366943 ... -0.04526507  0.24391012
  -0.04375567]
 [-0.06940188 -0.15659814 -0.08413112 ... -0.43543103  0.17656858
   0.05877833]]","Картридж с хорошим качеством печати, но дорогостоящий и сложно найти."
414,"[[-0.08233499  0.1664616   0.21944523 ... -0.10043363  0.27077752
   0.16775529]
 [ 0.03210296 -0.15488471  0.06907269 ... -0.00233634  0.32758218
   0.11230699]
 [-0.06956825  0.24890131 -0.05649084 ... -0.15976417  0.13327868
   0.23255455]
 [-0.0153409   0.14700916 -0.06305034 ...  0.05864009 -0.05951168
  -0.04946436]
 [ 0.03571844 -0.04152671 -0.04180784 ... -0.01088549  0.12631153
   0.10899944]]","Планшет с хорошим экраном, но недостаточно мощный и быстро теряет заряд."
415,"[[ 0.1515748   0.08268053 -0.07836197 ... -0.16155781  0.4187775
   0.03182658]
 [-0.0418101  -0.08337401  0.1463514  ...  0.10478494  0.23914024
  -0.01640863]
 [-0.08971564 -0.22459696 -0.04937191 ...  0.02925173  0.20804039
   0.17519817]
 [ 0.17909722  0.096115   -0.0794702  ... -0.14964461  0.06126376
   0.12873296]
 [-0.04943031 -0.02104776 -0.06556071 ... -0.04423704  0.19850916
   0.24736473]]","Ноутбук с хорошей производительностью, но тяжелый и перегревается."
416,"[[ 0.24472377  0.21677692  0.01478051 ... -0.10611101  0.16970405
   0.1489169 ]
 [ 0.08242113 -0.05760122 -0.02560045 ... -0.08491093  0.09248213
   0.18955418]
 [ 0.06017352  0.04797374  0.15683739 ... -0.16397712  0.2794802
  -0.01847397]
 [ 0.18868403  0.12312891 -0.02794065 ... -0.2509572   0.31886917
   0.04252443]
 [ 0.07729681 -0.01609201 -0.02805318 ...  0.01604498  0.19945896
   0.18246876]]","Стиральная машина с экономией энергии, но громкая и имеет некоторые проблемы с вибрацией."
417,"[[ 0.13425794  0.07187479 -0.13971093 ... -0.21987796  0.3520489
   0.02451897]
 [ 0.1441096   0.12984735 -0.19022998 ...  0.11995721  0.22550307
   0.16830923]
 [ 0.34803537  0.04149589  0.05354773 ...  0.18282455  0.1187211
   0.18424693]
 [-0.05314257  0.05213575  0.09302775 ...  0.12875417  0.19751348
   0.06103479]
 [-0.07106687  0.17261367  0.24018574 ... -0.24003404  0.4873013
   0.17431997]]","Швейная машина с хорошей мощностью, но требует внимания при настройке и громкая."
418,"[[-0.0010857   0.17801988 -0.09815578 ... -0.15703855  0.34117952
   0.17490016]
 [ 0.08167639 -0.00474974 -0.0887546  ... -0.06860226  0.11058617
   0.1623152 ]
 [ 0.20939127 -0.15050504  0.10152467 ...  0.21087594  0.38271922
   0.11357344]
 [ 0.16603741  0.04440878 -0.00785383 ...  0.06076113  0.28586233
   0.10091997]
 [-0.13005054  0.20478709 -0.00940874 ... -0.10110483  0.19362195
   0.05159544]]","Миксер с хорошей мощностью и функциями, но шумный и требует осторожности."
419,"[[ 0.07805119  0.46061707 -0.02266006 ... -0.17840677 -0.03988588
  -0.08242157]
 [ 0.26318288  0.07688925  0.00238997 ... -0.30516994  0.15499544
   0.06159263]
 [-0.104949    0.29329693  0.00064166 ... -0.1989443   0.37333855
   0.22270118]
 [ 0.28992265  0.2922626  -0.13329029 ... -0.15789278 -0.00830072
  -0.01692946]
 [ 0.19342177 -0.03277977 -0.07249985 ... -0.38957736 -0.15506855
   0.10787754]]","Рюкзак удобный и вместительный, но тяжеловат и недолговечен в плане цвета."
420,"[[ 7.51665086e-02  3.71560007e-01 -3.32797915e-02 ... -2.64161527e-01
   4.33514453e-02  1.87190264e-01]
 [ 1.08567715e-01  2.55665243e-01  3.01644709e-02 ... -1.95661828e-01
   1.39460862e-01  4.24754731e-02]
 [ 3.54745418e-01  1.78423971e-01 -2.81443726e-02 ... -1.69177771e-01
   1.52312502e-01  1.44919559e-01]
 [-4.00500335e-02  1.07964762e-01 -7.74625093e-02 ... -1.25128180e-01
   3.25254887e-01  2.41569221e-01]
 [-1.52130723e-01 -6.26273546e-03  2.14145301e-04 ...  2.88292468e-01
   3.21872830e-01  6.25165179e-02]]","Кастрюля с хорошими теплоизоляционными свойствами, но тяжела и трудно чистится."
421,"[[ 1.5225263e-01  2.2573093e-01  2.9030882e-02 ... -1.2540189e-02
   3.5817351e-02  2.0759107e-01]
 [-9.9865887e-03  4.6572798e-01 -1.3668454e-01 ... -5.4825775e-02
  -2.3035641e-01  3.6734056e-01]
 [-4.3846209e-02  2.7574440e-02  1.7314686e-01 ... -1.3954324e-01
   2.2442740e-01  1.0914305e-01]
 [ 6.4083770e-02  2.0904304e-01  6.0499858e-02 ... -1.9014162e-01
   7.7431276e-02 -5.8396696e-03]
 [ 6.5469489e-02  1.4993237e-01  2.9990929e-03 ... -1.3130438e-04
   2.3952085e-01  1.6033340e-01]]","Фен с хорошей мощностью и многофункциональностью, но перегревается и шумит."
